Company Name,Job Name,Job Location,Job Description,Salary,Rating,Company Size,Company Type,Company Sector,Year Founded,Company Industry,Company Revenue
Benefytt Technologies,Data Scientist,Remote,"POSITION SUMMARY:
The Data Scientist role will develop and own analysis and reporting on acquisition, retention, and revenue activities for Benefytt's carrier relations. This position will partner with the larger Analytics, Data Engineering, Marketing, and Finance teams to interpret third-party revenue data and generate business understanding and insights. As part of an expanding analytics team, the function will take advantage of tremendous opportunities to develop analyses and processes to fuel Benefytt’s growth.
ESSENTIAL DUTIES AND RESPONSIBILITIES:
Using data analysis skills (SQL and R/Python), expand on business understanding by measuring acquisition, retention and LTV measurement methodologies and models
Develop end-to-end customer lifecycle model (from lead to client to revenue)
Partnering with the Data Engineering and Product Development teams, continue development of Benefytt’s datasets to drive increased business understanding and insights faster
Create and deliver reporting and presentation packages to various stakeholders and partners across the enterprise
Assist in relationship management with external partners with the goal of increased data accessibility and accuracy
Partner with Marketing team to help develop and measure experiments to increase client retention
Help Benefytt become a more data-driven company through partnering and coaching other employees in analytic topics/questions
MINIMUM QUALIFICATIONS (EDUCATION, EXPERIENCE, SKILLS):
Bachelor's degree in Economics, Statistics, Mathematics, Finance or similar field of study strongly preferred
3+ years of hands-on experience in working with large datasets, with a focus on turning business questions into insights
Proficiency in various database environment, such as SQL Server, Oracle or AWS and proven experience to extract data with intermediate to advanced SQL skills (a short take-home coding exercise will be required)
Hands-on experience with Python or R to perform analyses (a short take-home coding exercise will be required)
Experience with data visualization tools like PowerBI, Looker, Tableau, etc. preferred
Experience with hypothesis testing desirable
Strong written, listening, spoken and presentation communication skills to deliver results and influence decision makers
Job Type: Full-time
Pay: $70,000.00 - $86,000.00 per hour
Schedule:
8 hour shift
Monday to Friday
Ability to commute/relocate:
Tampa, FL 33618: Reliably commute or planning to relocate before starting work (Preferred)
Work Location: Remote",-1,3.5,-1,Unknown / Non-Applicable,,Company - Public,,
"Tosh, Inc. dba Check City",Data Scientist,"Provo, UT","Tosh, Inc. is seeking an experienced data scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing internal and external data sources. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. The candidate must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.
Responsibilities for Data Scientist
Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Develop custom data models and algorithms to apply to data sets.
Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.
Develop underwriting models and scorecards
Develop company A/B testing framework and test model quality.
Coordinate with different functional teams to implement models and monitor outcomes.
Develop processes and tools to monitor and analyze model performance and data accuracy.
Qualifications for Data Scientist
The ideal candidate will possess the following:
Strong problem-solving skills with an emphasis on product development.
Proficiency in statistical computer languages (R, Python, SQL, etc.).
Experience working with and creating data architectures.
Experience developing credit scorecards.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
Excellent written and verbal communication skills for coordinating across teams.
A drive to learn and master new technologies and techniques.
A four-year degree in a related field: Mathematics, Statistics, Computer Science, Finance or Engineering
We’re looking for someone with at least four (4) years of professional experience manipulating data sets and building statistical models and is familiar with the following software/tools:
Coding knowledge and experience with several languages: C, C++, Java, JavaScript, etc.
Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.
Experience querying databases and using statistical computer languages: R, Python, SQL, etc.
Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.
Additional Qualifications a Plus
Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.
Experience visualizing/presenting data for stakeholders using: Power BI, Tableau, Periscope, Business Objects, D3, ggplot, etc.
Experience using web services: Redshift, S3, Spark, DigitalOcean, etc.
Experience analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Coremetrics, Adwords, Crimson Hexagon, Facebook Insights, etc.
Compensation & Benefits
In addition to a generous salary, we offer our employees the following benefits:
Company provided health insurance coverage for you and your immediate dependents
Excellent Wellness Program with Gym Reimbursement
401(k) with employer match
Generous PTO & paid holidays
Relaxed and people focused culture
Job Type: Full-time
Pay: $80,000.00 - $135,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Schedule:
Monday to Friday
Supplemental Pay:
Bonus pay
Ability to commute/relocate:
Provo, UT 84604: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Preferred)
Experience:
Python: 1 year (Preferred)
SQL: 1 year (Preferred)
Work Location: One location",Employer Provided Salary:$80K - $135K,-1,-1,,,,,
Cyient,Data Scientist,"Phoenix, AZ","About the Role:
The position creates new footprint for data-driven innovation and value for our customers and prospects while providing analytical capabilities. You would be part of core team that would help design and develop advanced analytics solutions across functional areas as per client requirement/opportunities. Key requirements include an ability to communicate complex quantitative analysis with a lucid, precise, clear and actionable insight. You should be experienced in solving analytical problems using quantitative approaches. You would also invest your time in developing new practices and methodologies using statistical methods, machine learning and predictive models under mentorship from experts across industry.
You will:
Identify and manage the analysis and interpretation of clients' internal and external data to drive decision making.
Query databases and perform statistical, mathematical analysis
Work directly with customer teams to help design and generation of reporting frameworks that provide insight to the performance of clients’ business programs.
Create re-usable implementations of statistical tests and models (R, Python, SAS, SPSS etc.) using the available technologies.
Assist in customer engagement management, project scoping, timeline management, and results documentation to ensure professional relationship management.
You have:
Must have sound understanding of industrial systems particularly in design, manufacturing, test, operations, supply chain, aftermarket and MRO.
Must be strong on learning methods, data analytics, R/Python and Tableau.
Good in algorithm development with programming languages.
Must have strong understanding of statistics and machine learning.
Prior experience in R or Python and data analytics is preferred.
Education:
MS/PhD in Mechanical, Electrical, Computer Science or Aerospace Engineering from an accredited school with focus on Image/Signal processing and Computer Vision
Applicable experience
Cyient_indeed
Salary: From $1.00 per year
Schedule:
Monday to Friday
Work Location:
One location
Company's website:
www.cyient.com
Work Remotely:
Temporarily due to COVID-19
COVID-19 Precaution(s):
Remote interview process
Personal protective equipment provided or required
Plastic shield at work stations
Temperature screenings
Social distancing guidelines in place
Virtual meetings
Sanitizing, disinfecting, or cleaning procedures in place
Work Location: One location",$65K - $129K (Glassdoor est.),3.4,10000+ Employees,Company - Public,Information Technology,1991,Information Technology Support Services,$100 to $500 million (USD)
Innovative Precision Health,Senior Data Scientist,Remote,"Job Responsibilities:
Project Delivery (70 - 85%)
Consult clients to define and refine business objectives towards data-driven decision problems
Research internal & external tools & methodologies to develop AIML solution concepts for client problem briefs..
Work with client & IPH team to rapidly prototype innovative AIML solutions including: data & requirements gathering, technological scoping and architecture, code implementation, insights delivery and recommendations.
Work with cross-functional client & IPH team to scale AIML solutions to production systems.
Strong communication skills to effectively translate complex analytical models into recommendations for business partners.
Mentoring junior Data Scientists on technical skills & career progression.
Building & teaching an AIML skill specialization for the Healthcare practice.
Gathering project learnings and developing them into repeatable / reusable assets & IP for the AIML & Healthcare team
Supporting AIML team growth through interviewing, networking, and industry representation.
Requirements:
Strong programing skills in at least one numerical computing language: R/Python.
Strong experience in building Machine learning (ML) models and experience in deploying solutions in big data production systems on cloud.
Working understanding in areas of machine learning methods and traditional statistical analysis, Bayesian modeling, traditional ML, Deep Learning, RL and optimization
Working knowledge of coding best practices – version control, code linting, unit testing, etc.
Working knowledge of AWS Cloud environments.
Ability to understand and work with large disparate data sets and transform the information into clear insights for the business.
Intellectual agility & stamina – ability to learn adjacent technical skills quickly and continuously, ability to give and use constructive feedback effectively.
Scientific temperament – ability to research, build & verify hypotheses / mental models about technical & organizational problems that need to be solved.
Experience in efficiently deploying AI/ML solutions in big data production systems on premise or AWS Cloud with consideration of resource utilization and costs
Ability to design and manage noSQL data architecture according to business needs
Experience & Education:
5 or more years of demonstrated experience in driving real-world value by solving problems requiring complex quantitative reasoning using data & modeling techniques.
Graduate/under-graduate degree in any of the quantitatively rich disciplines such as Computer Science / Mathematics / Physics / Operations Research
Mandatory Skills:
AWS,
Machine Learning,
Neural Network,
SQL, Python, Linux OS
Deep Learning Traditional Statistical analysis,
Bayesian modeling
Job Type: Full-time
Pay: From $150,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Life insurance
Paid time off
Vision insurance
Schedule:
8 hour shift
Day shift
Monday to Friday
Education:
Bachelor's (Preferred)
Experience:
Python: 1 year (Preferred)
SQL: 1 year (Preferred)
Linux OS: 1 year (Preferred)
Work Location: Remote",Employer Provided Salary:$150K,3.2,-1,Unknown / Non-Applicable,,Company - Private,,
PAIIR Solutions,Data Scientist,"Suffern, NY","SR. DATA SCIENTIST
Here's your rare opportunity to join our client's exciting, fast-growing, and dynamic team in Suffern, NY!
About you:
You have 3++ years of solid expertise in developing market forecasting, analysis and campaign reporting.
You have strong experience in R and Python
Java, Alteryx, VBA, SQL, ETL a plus.
You’re well-spoken, and can verbally communicate well with Fortune 500 clients.
Your Excel skills are wizard level.
You don't need micromanagement and work well in team environments
You appreciate the value of excellent analytical, written and oral communication and make it a priority
You enjoy turning data science puzzles into actionable results
You're ready for a real opportunity to grow with a well-established organization that actually cares about its team, its clients and its technology
About our Client:
The trusted one-stop partner for today’s omnichannel retailers. Utilizing proprietary technology to drive customer conversion they help their clients with actionable solutions. With 22 years in the space, they’ve sustained epic growth Y-O-Y even during the pandemic. Here are just a few of the highlights they want you to know:
They’re committed to technology advancement with a talented and balanced team.
Culture matters and it shows their staff stays for a reason.
Long-standing marquee partnerships with glowing testimonials are their hallmark.
No egos hired or tolerated - they celebrate one another's success and play nice in the sandbox.
Opportunity abounds with a focus on individual growth and career advancement.
Their well-established reputation with its employees and clients happens on purpose.
Strong pay plans, benefits and a 401k.
Transparent and accountable management dedicated to your success - integrity counts!
About your role:
You’ll be helping to lead the team in the day-to-day execution and analytics of direct marketing campaigns.
You’ll use your keen eye for detail to refine, gather and scrub data improving accuracy and analysis.
You’ll deal with ambiguity and ad-hoc requests from other departments, remaining flexible and solution-oriented.
You’ll thrive in the further development of your projects, your growth and the organization.
You'll be attentive to details: prove it by including the word ""listen"" in your application or cover letter.
Compensation:
Comp is DOE
Flexible schedule
Full Medical/Dental
401k
Paid Time Off
Work Remotely
No
Job Type: Full-time
Pay: Up to $125,000.00 per year
Benefits:
401(k)
Dental insurance
Flexible schedule
Health insurance
Life insurance
Paid time off
Relocation assistance
Vision insurance
Schedule:
8 hour shift
COVID-19 considerations:
Employees are vaccinated.
Application Question(s):
How confident are you in your R, Python or Alteryx skills?
Have you received a COVID19 Vaccine?
Education:
Bachelor's (Preferred)
Work Location: One location",Employer Provided Salary:$125K,-1,-1,,,,,
Bloomberg,Data Scientist,"New York, NY","What is Enterprise Data?

Bloomberg's Enterprise Data department develops data offerings that are considered best in class by the capital markets community. Across real time market data, reference data, historical pricing data, and unique analytics we offer:
The most comprehensive and highest quality content in the industry
Distribution platforms that are flexible, reliable, fast, and easy to onboard
Easy to use data that is ready for analysis

These critical datasets serve as the primary source of information across the front, middle, and back office at the most respected capital markets firms across the globe.

What is the Role?

Capital markets firms are purposefully embracing data science and machine learning techniques into their workflows. Motivated by increasingly sophisticated competition or cost savings, data science and machine learning have become a critical aspect of our customers"" business strategies. Bloomberg wants to be the leader in analysis ready data that allows clients to focus on the business of creating advanced analytics solutions rather than data ingestion and normalization.

You will play a meaningful role in helping customers and Bloomberg, together, achieve success. As a hands on liaison between Bloomberg product development teams and the data science teams at our customers, the Data Scientist will provide experienced technical design, data science thought leadership, and Bloomberg recommended standard methodologies as customers develop solutions on premises or in the public cloud.

The ideal candidate will be a customer focused data scientist with advanced technology skills that seeks opportunities to get their hands dirty while confidently working with clients to design and build solutions that will best demonstrate Bloomberg content and technology in conjunction with modern data science tools and workflows.


Lead deep technical discussions with customers, vendor partners, and Bloomberg colleagues from Product, Sales, Quant Research & Development, Engineering, and Client Services
Effectively communicate advanced statistical and technical concepts with various audiences
Serve as subject matter experts in demonstrating advanced data science workflows and technologies for capital markets use cases
Engage with customers as part of their solution creation team
Confidently make recommendations (based on standard methodologies) to customers and partners
Develop collateral including tutorials, sample code, reference implementations, and presentations that will be used by data science practitioners as well as executive decision makers
Provide feedback to Product, Quant, and Engineering teams to help shape product strategy and execution roadmap
Balance hands on work with a desire to keep up with trends

What do I need to apply?
Understanding of a wide range of statistical models (e.g. regression, decision trees, artificial neural networks) and their underlying assumptions
Good programming skills in at least one of the commonly used languages for data analysis (e.g., python, R, Matlab. Knowledge of any other programming language is a plus.)
Experience with applying data science/quantitative modeling to real world, financial use cases commonly deployed at capital market firms
Knowledge of leading open source data analysis tools and machine learning libraries
Experience in crafting technical documentation and presentations (white-board, small team, broad audience) and the ability to present to a technical and non-technical audience.
Entrepreneurial mindset and comfortable to work in a non-hierarchical, large global organization where interaction with senior management is required
Passion for constant learning
Ability to travel

It""s a Plus if you have:
Experience applying advanced machine learning to large scale, financial modelling problems
Master's degree or Ph.D. in a quantitative discipline
Knowledge of AWS, GCP, and/or Azure data science and machine learning services
Experience with tools and frameworks enabling large scale data analysis (e.g., Spark)
End-to-end knowledge of the data science problem, including large scale data and data pipeline management
Understanding of capital markets, banking, asset management, and/or the trade lifecycle

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status or disability status.",$97K - $194K (Glassdoor est.),4.1,10000+ Employees,Company - Private,Information Technology,1981,Computer Hardware Development,Unknown / Non-Applicable
"Vanu, Inc.",Data Scientist,"Lexington, MA","A unique position has arisen for a skilled, enthusiastic, and results-oriented data scientist in the budding global mapping group of a growing telecommunications company located in Lexington, Massachusetts. Vanu Inc is a global leader in providing wireless coverage to the 1.2 billion people worldwide currently unable to connect, with a particular focus on markets in Africa and South East Asia.
As a cartographically oriented data scientist you will help us to develop the technology and insight we need to address growing international interest in and application of our unique industry disrupting network planning and mapping capabilities. You will be an integral member of our analytics department focused both on the formulation of novel applications and the streamlining of existing tech.
The necessary credentials:
-Master’s degree or better in engineering or science-related field
-Python and linux fluency
-Strong Data Science experience
-Demonstrable experience with Geodata and mapping technology (tif, shp, kmz, appropriate python libs, etc)
-Self motivated
As the ideal candidate you’ll:
-Demonstrate focus on accuracy and attention to detail
-Exhibit inspiring organizational skills
-Thrive in a fast-paced environment
-Be comfortable presenting ideas and suggestions clearly and effectively
-Have an interest in technology and a passion for learning new things
And as a plus:
-Experience working in telecom
-Strong familiarity with key standards from ITU, IETF, GSMA, 3GPP and LTE
-Open to the possibility of international travel
Job Type: Full-time
Pay: $100,000.00 - $150,000.00 per year
Benefits:
401(k)
Dental insurance
Flexible schedule
Health insurance
Health savings account
Life insurance
Paid time off
Parental leave
Professional development assistance
Relocation assistance
Schedule:
Monday to Friday
COVID-19 considerations:
Most all employee are still working remotely due to Covid. For employees that need to go in to work on the hardware equipment, they can go any time. In non-Covid times, WFH policy is quite flexible. However, most employees do go into the office M-F.
Education:
Master's (Preferred)
Experience:
Python: 1 year (Preferred)
SQL: 1 year (Preferred)
Language:
English (Required)
Work Location: One location",Employer Provided Salary:$100K - $150K,-1,-1,,,,,
Indeed,Staff Data Scientist - Recommendations,Remote,"Your Job
The Recommendation Science team builds machine learning models that recommend best-match candidates for jobs posted on Indeed. The team’s mission is to build the world’s best AI matchmaker that can connect all jobs with the right jobseekers. To achieve this, the team leverages rich data on Indeed and works closely with teams in Tokyo, Austin, and Seattle to deliver recommendations. We use various techniques related to information retrieval, ranking, deep learning, and NLP, and our engine powers multiple major Indeed products. Also, we come from diverse backgrounds, spanning many nationalities from Asia, Europe, and the US.

You're someone who wants to see the impact of your work making a difference every day. You understand how to use data to make decisions and how to train others to do so. You find passion in the craft and are constantly seeking improvement and better ways to solve tough problems. You produce the highest quality Machine Learning solutions and lead others to do the same. You have high standards and will take pride in Indeed like we do as well as push us to be better. You have delivered challenging technical solutions at scale. You are equally happy talking about deep learning and statistical inference, as you are brainstorming about practical experimental design and technology career development. You love being in the mix technically while providing leadership to your teams.

As a Staff Data Scientist on the Recommendation Science team, you will:
Build highly scalable and performant recommendation systems and technologies that can identify best matches between millions of jobs and millions of job seekers in real-time
Experiment with POC ML model improvements, scale them to production, and run iterative AB experiments to improve our matching technology
Represent Indeed at major ML conferences like NeurIPS, ICML, and ICLR
Mentor and grow other software engineers, data scientists, and ML engineers across teams
Break down larger ML initiatives into pieces that deliver incremental business value and lead the team to execute on them
Who You Are
We are looking for someone who is passionate about designing and building machine learning systems, loves intellectual challenges, is eager to learn, and wants to work with a variety of technologies to “help people get jobs”.

Requirements:
7+ years of industry experience as a Software Engineer, Data Scientist, or Machine Learning Engineer
Prior success deploying (impactful) Machine Learning solutions to large-scale production systems
Solid knowledge of data structures and algorithms
Strong sense of ownership as a technical and product leader
Excellent communication skills in English, both written and verbal with both technical and business audiences

We get excited about candidates who:
Have the desire to solve difficult problems at the intersection of machine learning, data engineering, and software engineering
Have extensive experience and knowledge with cloud technologies (AWS preferred)
Have search technology experience such as Lucene, Solr and/or Elasticsearch
Have prior success deploying Recommender Systems / Search Ranking / etc. to large-scale production systems
Have an advanced degree (PhD or MS) or prior research experience in the fields of machine learning, statistics, or computer science

Who we are
We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.
Our Mission
As the world’s number 1 job site*, our mission is to help people get jobs. We strive to cultivate an inclusive and accessible workplace where all people feel comfortable being themselves. We're looking to grow our teams with more people who share our enthusiasm for innovation and creating the best experience for job seekers.

(*comScore Total Visits, September 2021)
Salary Range Disclaimer
The base salary range represents the low and high end of the Indeed salary range for this position. Actual salaries will vary depending on factors including but not limited to location, experience, and performance. The range listed is just one component of Indeed's total compensation package for employees. Other rewards may include quarterly bonuses, Restricted Stock Units (RSUs), an open Paid Time Off policy, and many region-specific benefits.
Salary Range Transparency
Seattle 183,000 - 266,000 USD per year
Equal Opportunities and Accommodations Statement
Indeed is deeply committed to building a workplace and global community where inclusion is not only valued, but prioritized. We’re proud to be an equal opportunity employer, seeking to create a welcoming and diverse environment. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, family status, marital status, sexual orientation, national origin, genetics, neuro-diversity, disability, age, or veteran status, or any other non-merit based or legally protected grounds.

Indeed is committed to providing reasonable accommodations to qualified individuals with disabilities in the employment application process. To request an accommodation, please contact Talent Attraction Help at 1-855-567-7767, or by email at TAhelp@indeed.com at least one week in advance of your interview.

Fair Chance Hiring
We value diverse experiences, including those who have had prior contact with the criminal legal system. We are committed to providing individuals with criminal records, including formerly incarcerated individuals, a fair chance at employment.
Our Policies and Benefits
View Indeed's Applicant Privacy and Accessibility Policies - https://www.indeed.com/legal/indeed-jobs
Learn about our global employee perks, programs and benefits - https://benefits.indeed.jobs/

Where legally permitted, Indeed requires all individuals attending or working out of Indeed offices or visiting Indeed clients to be fully vaccinated against COVID-19. For positions that can only be performed at an Indeed office, candidates must be fully vaccinated against COVID-19 and present acceptable proof of vaccination by the date of hire as a condition of employment. For positions that require some in-office work or in-person client meetings, exceptions to these in-office or in-person job requirements may be made at the discretion of the business through June 2022, at which point full vaccination will be required. Indeed will consider requests for reasonable accommodation as required under applicable law. To qualify as being fully vaccinated against COVID-19 there should have been a two week period after receiving the second dose (or any government recommended booster shot) in a 2-dose COVID-19 vaccine series, or a two week period after receiving a single-dose (or any government recommended booster shot) in a single dose COVID-19 vaccine.

Reference ID: 35529",Employer Provided Salary:$183K - $266K,4.4,10000+ Employees,Company - Private,Information Technology,2004,Internet & Web Services,$2 to $5 billion (USD)
KOHLS,"Data Scientist I, **Remote**","Milpitas, CA","Interprets and applies data analytics to provide recommendations to the business.
ACCOUNTABILITIES
Develops and executes statistical and mathematical solutions to business problems
Frame problem, determine intended approach and recommend quantitative methods to develop solution
Use analytical rigor and statistical methods to analyze large amounts of data, culling actionable insights using advanced statistical techniques such as predictive statistical models, customer profiling, segmentation analysis, survey design and analysis and data mining
Design experiments to answer targeted questions
Document projects including business objective, data gathering and processing, leading approaches, final algorithm, detailed set of results and analytical metrics
Develops materials to explain project findings to management
Develops new algorithms and mathematical approaches to understand Kohl's audiences and solves complex business problems such as optimizing product performance, revenue and adoption
Identify and drive continuous improvement of key business metrics in assigned business functional area
Drive adoption and usage of analytical products and models
Think in terms of iterative development, document, and communicate throughout products data science lifecycle
Build and validate models
QUALIFICATIONS
Experience developing custom models based on in-depth understanding of underlying data, data structures, and business problems to ensure analytics deliverables meet stakeholders need
Experience developing state of the art algorithms using machine learning, statistical and optimization methods to power various aspects of highly complex business models
Experience using modern analytics tools and languages such as Python, R, Spark, SQL (BigQuery), etc
Strong problem solving skills with an emphasis on product development
Experience proposing rapid experiments to test the effect of new strategies or initiatives, and iterate quickly
REQUIRED
2+ years of progressively complex Data Science or analytics experience
BS in Data Science, Computer Science, Machine Learning, Applied Mathematics, or equivalent quantitative field
Spark, Python, R proficiency
PREFERRED
Masters degree
Retail experience
Supply chain management
Marketing models
Logistics experience",$74K - $138K (Glassdoor est.),3.4,10000+ Employees,Company - Public,Retail & Wholesale,1962,"Department, Clothing & Shoe Stores",$10+ billion (USD)
Mainz Brady Group,Lead Data Scientist,Remote,"One out top Clients is immediately hiring a Lead Data Scientist!!!
Fully Remote W2 Contract to Hire
4+ years of experience in extracting insights from large databases, translating market research into actionable solutions, and presenting findings and recommendations to clients
2+ years of experience in experimental design, AB testing, online experimentation, sampling methods, sample size estimation, significance testing.
High level of independence to develop and own toolkits, pipelines, and dashboards.
Excellent communication skills, particularly on technical topics. Must be able to learn from others and teach others, and to work collaboratively as part of a highly interdependent team.
Job Types: Full-time, Contract
Pay: $65.00 - $75.00 per hour
Schedule:
8 hour shift
Education:
Master's (Preferred)
Experience:
Python: 4 years (Preferred)
SQL: 4 years (Preferred)
Work Location: Remote",Employer Provided Salary:$65 - $75 Per Hour,3.8,201 to 500 Employees,Private Practice / Firm,Human Resources & Staffing,2003,HR Consulting,Unknown / Non-Applicable
