Company Name,Job Name,Job Location,Job Description,Salary,Rating,Company Size,Company Type,Company Sector,Year Founded,Company Industry,Company Revenue
ManTech International Corporation,Junior Data Scientist/Engineer,"Sterling, VA","Where applicable, confirmation that you meet customer requirements for facility access which may include proof of vaccination and/or attestation and testing, unless an accommodation has been approved.
Secure our Nation, Ignite your Future
For all positions requiring access to technology/software source code that is subject to export control laws, employment with the company is contingent on either verifying U.S.-person status or obtaining any necessary license. The applicant will be required to answer certain questions for export control purposes, and that information will be reviewed by compliance personnel to ensure compliance with federal law. ManTech may choose not to apply for a license for such individuals whose access to export-controlled technology or software source code may require authorization and may decline to proceed with an applicant on that basis alone.
ManTech International Corporation, as well as its subsidiaries proactively fulfills its role as an equal opportunity employer. We do not discriminate against any employee or applicant for employment because of race, color, sex, religion, age, sexual orientation, gender identity and expression, national origin, marital status, physical or mental disability, status as a Disabled Veteran, Recently Separated Veteran, Active Duty Wartime or Campaign Badge Veteran, Armed Forces Services Medal, or any other characteristic protected by law.
If you require a reasonable accommodation to apply for a position with ManTech through its online applicant system, please contact ManTech's Corporate EEO Department at (703) 218-6000. ManTech is an affirmative action/equal opportunity employer - minorities, females, disabled and protected veterans are urged to apply. ManTech's utilization of any external recruitment or job placement agency is predicated upon its full compliance with our equal opportunity/affirmative action policies. ManTech does not accept resumes from unsolicited recruiting firms. We pay no fees for unsolicited services.
If you are a qualified individual with a disability or a disabled veteran, you have the right to request an accommodation if you are unable or limited in your ability to use or access http://www.mantech.com/careers/Pages/careers.aspx as a result of your disability. To request an accommodation please click careers@mantech.com and provide your name and contact information.",$78K - $151K (Glassdoor est.),4.1,5001 to 10000 Employees,Company - Public,Management & Consulting,1968,Research & Development,$1 to $2 billion (USD)
AdVon Commerce,Data Scientist,"Dublin, OH","AdVon Commerce started with a vision: Solve e-commerce problems for retailers and publishers.
Our customers are so happy with our technology and are constantly asking us to expand our offerings. Hence, AdVon is pushing to increase the speed, efficiency, and resiliency of all our software. Armed with great technical talent our expanded product offering will be designed for the cloud and automatically handle infrastructure, optimization, availability, data protection, and more, so our publishers and retailers can focus on their core competencies, not managing tech solutions.
In our effort to expand the AdVon product offering we are actively hiring talented senior software engineers who can be part of a world class team which is already building a whole new product area for AdVon. This role is a unique opportunity to make a significant impact on our elastic, large scale, high-performance computing environment.
Who we’re looking for
We are hiring a Data Scientist to help us build our next generation of Data Platforms and Data Pipelines to help expand our growing suite of e-commerce content products. This is an exciting opportunity to participate in the innovation and evolution of a large and rapidly changing industry, at a scale few other places can match.
Engineers and Data Scientists on the Data team work together to build our data platform and critical ETL pipelines while advancing best practices [think resiliency and maintainability] for not only the data team, but the rest of the organization.
You will be part of a passionate and growing team who takes pride in their work, and cares about their colleagues. If you are someone who takes ownership of your projects and thrives in a dynamic environment, then let's chat!
Responsibilities
As a Data Scientist, you will be a leader, advisor, SME in working closely with the Artificial Intelligence / Machine Learning teams to develop next-generation, smart enterprise software for content driven commerce.
We are looking for an intelligent, driven, passionate Data Scientist who is a self-motivated collaborator be a part of this quest. This role is ideal for someone who has solid mathematical background, domain experience in statistical analysis, data mining, information retrieval, or machine learning, and a strong system orientation. It offers the unique opportunity to have direct impact on key product initiatives, including product search relevance, information extraction, and recommendations.
Qualifications
Required Qualifications
· Strong Cloud Computing experience (preferably GCP, though other cloud providers will suffice)
· Strong Python experience
· Web Analytics / Google Analytics
· GPT 2/3 and Analytics exposure are nice given medium- and longer-term business objectives
· Regression Analysis
· Machine Learning experience
· Experiment - A/B Test Design & Measurement
Who You Are
Highly energetic and proactive with strong leadership skills
Enjoy making sense of chaos and data
Passionate about the latest developments in technology
You are excited to innovate and understand the balance between trying something new and doing something tried.
You ask thoughtful questions, aren't afraid to fail, and constantly seek to be better.
A collaborative team player with the ability to shift gears quickly, efficiently and effectively
Dependable and reliable with clear thinking and attention to detail
Have a great sense of humor and a positive outlook on life'
'
Work Remotely
No
Job Type: Full-time
Pay: From $95,000.00 per year
Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
Day shift
Monday to Friday
Supplemental Pay:
Bonus pay
Work Location: One location",Employer Provided Salary:$95K,-1,-1,,,,,
"Valley Agricultural Software, Inc.",Junior Data Scientist,Remote,"At VAS we have an amazing opportunity to transform the dairy industry. By using the vast amounts of information available, we are providing farmers with insights to manage their herds more efficiently.
As a data scientist you will work with key decision makers to solve business problems by preparing, analyzing, and understanding data to deliver insight, predict emerging trends, and provide recommendations to optimize results. Data scientists use a variety of data (structured, unstructured, IoT streaming), statistical methods, and machine learning models to tackle these problems. Leveraging cloud infrastructure is key to handling the volume and veracity of data streams.
Armed with data, modeling expertise, and analytic results, the data scientist communicates conclusions and recommendations to stakeholders in an organization's leadership structure. Business acumen is an important skill for data scientists to effectively communicate their findings to business leaders, data scientists need strong consulting, communication, visualization, and storytelling skills.
As a junior data scientist, you can grow through challenging work, get involved in meaningful projects and receive great coaching from our leaders.
Key Responsibilities
Provide comprehensive data analysis expertise in support of development of proprietary software products and/or web-based tools to members, agribusiness service groups, associations, and employees
Support algorithm development and deploy solutions based on real-world data; implement and validate predictive models; create and maintain statistical models
Communicate with internal and external clients to understand business needs and provide analytical solutions
Work in an Agile, collaborative environment, partnering with other scientists, engineers, and database administrators of all backgrounds and disciplines to bring analytical rigor and statistical methods to the challenges of predicting behaviors
Data analytics include identifying, retrieving, manipulating, relating, and exploiting multiple structured and unstructured data sets from various sources including building or generating new data sets
Build and deploy solutions in a cloud environment (AWS)
Identify, retrieve, manipulate, relate, and exploit multiple structured and unstructured data sets from various sources including building or generating new data sets as appropriate
Create and present materials on data projects, data science architecture and analytics strategies
Participate in project design and requirements gathering
Participate in code reviews
Who you are
You can debug, troubleshoot, design, and implement solutions to complex technical issues
You have a knack for analytics and solving problems using data
Ability to deal with ambiguity and the flexibility to change direction as additional information becomes available
Demonstrates natural curiosity, an ability and willingness to challenge assumptions and gain a deeper understanding of the problem leveraging contextual inquiry
Good communication and collaboration skills to ensure analytics projects are meeting the needs of the business users
Qualifications
0-5 years of relevant work experience*
Proficiency in the Python programming language
Proficiency in using query languages such as SQL
Experience with common Python data science toolkits such Pandas and Scikit Learn
Decent understanding of statistical analysis both in descriptive and inferential analysis
Familiarity with machine learning models including clustering, anomaly detection, time series, regression, and classification
*Note: A master's degree counts as 2 years of experience, a PhD counts as 4 years of experience
BENEFITS
Excellent Vacation, Sick, School Activity Time Off Plans
Medical, Dental, Vision Insurance
Health Savings Accounts
401k Plan with generous employer match
Company paid Life Insurance, Short- and Long-Term Disability
Ancillary Benefits Available
EAP Program
Casual Work Environment
Job Type: Full-time
Benefits:
401(k)
401(k) matching
Dental insurance
Employee assistance program
Flexible schedule
Flexible spending account
Health insurance
Health savings account
Life insurance
Paid time off
Parental leave
Professional development assistance
Referral program
Retirement plan
Vision insurance
Schedule:
Monday to Friday
Work Location: Remote",-1,3.7,1 to 50 Employees,Company - Private,Information Technology,1981,Enterprise Software & Network Solutions,$5 to $10 million (USD)
Kadence International,Junior Data Scientist,Remote,"Overview
Title: Junior Data Scientist
Salary: 45,000 - 60,000 depending on experience
Desired Start Date:
Location: Remote, able to work on a PST schedule
Role: To work closely with the Data Visualization Analyst on projects related to data science and analytics, with an emphasis on exploring creative ways to infuse data science into current and future client services
Qualifications
2-3 years of data science/analytics or statistics experience
Fluency in a scripting language: preference for Python or R
Strong Excel and Google Sheets skills
Experienced in applying a variety of machine learning models
Comfortable transforming data via Excel and Google Sheets formulas
Experience with statistical analysis tools: SPSS preferred
Comfortable adapting to regular changes and a fast-paced work environment
Solution and service-oriented mindset: will often be tasked with creating myriad data-related solutions for clients and team members
Detail-oriented; naturally curious; internally motivated; eager to learn new tools and techniques; takes initiative to explore creative solutions
Technical Skills
Data Cleaning: experience cleaning data sets of various types and levels of complexity
Data Wrangling: experience manipulating and transforming data into useful formats
Data Science: experience and enthusiasm for exploring varied data sets and applying appropriate data science techniques
Data Visualization: experience creating effective data visualizations, preference for Tableau or Google Data Studio
Statistical Analysis: experience and understanding of foundational concepts and methods for producing sound statistical conclusions
Database Management
Pay: $45,000.00 - $60,000.00 per year
Benefits:
401(k)
Dental insurance
Flexible schedule
Health insurance
Paid time off
Schedule:
8 hour shift
Monday to Friday
Experience:
Python: 1 year (Preferred)
SQL: 1 year (Preferred)
Data Scientists & Statisticians: 1 year (Preferred)
Work Location: Remote",Employer Provided Salary:$45K - $60K,-1,-1,,,,,
Insurity,Data Scientist,Remote,"Who We Are
Insurity is a leading property and casualty insurance software and data analytics provider, working with some of the world’s largest insurers, brokers, and MGAs, including 15 of the top 25 P&C carriers in the US. With 900+ team members globally, 10 office locations, and 300+ customers, we have a deep understanding of the insurance business, unparalleled technology expertise, and a singular focus of delivering a simplified insurance experience to our customers.
Insurity's next Data Scientist
Our Data Scientist will be an integral part of Insurity Analytics, working closely and collaboratively with insurance domain authorities, data analysts, engineers, and customers. They will develop highly robust predictive models that provide significant and measurable results for our customers. Additionally, they will partner with the sales and marketing teams to perform then deliver modeling proofs-of-concept & retro-tests, as well as help craft and deliver compelling product performance reads, product & concept education, and value proposition messaging.
What you'll do
Conduct sophisticated analytics activities demonstrating predictive modeling, machine learning, simulation, optimization, and other techniques to deliver insights or develop analytical solutions to achieve business objectives.
Optimally represent the Data Science group in a collaborative environment to complete company goals.
Support domain experts on efforts to develop scalable and robust solutions.
Translate sophisticated analytical and technical concepts for non-technical team members to enable understanding and drive informed business decisions.
Stay up to date on industry and job-related trends and standard methodologies, including reading relevant publications, articles, blogs, etc.
Who You Are
Bachelor’s degree or higher in Statistics, Computer Science, Actuarial Science, Mathematics or related quantitative field
2+ years of professional experience in an analytics role, focusing on statistical modeling or machine learning
2+ years of hands-on experience with R or Python
1+ years of hands-on experience with SQL
Strong ability to communicate sophisticated analyses and concepts to non-technical audiences within and outside of the organization.
Ability to work in a fast-paced environment and balance multiple priorities or tasks
Exposure to the insurance industry and concepts is a bonus
Location: This role will be Remote-US based.
Our Benefits:
Collaborative Culture | Flexible Hours | Growth Opportunities
Day 1 Health Insurance Coverage | Open PTO
Does Insurity sound like the right place for you? Send us your application and a cover letter highlighting what sets you apart from the nice-to-haves and makes you a must-have for our team!
Thank you for your interest in Insurity! Please understand that due to the volume of applicants we receive, only selected candidates will be contacted.
Insurity is proud to be an Equal Opportunity Employer
We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform crucial job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.",-1,3.5,501 to 1000 Employees,Company - Private,Information Technology,1971,Computer Hardware Development,$100 to $500 million (USD)
The Burchell Group Inc.,Data Scientist,"Dallas, TX","Job Title:
Data Scientist
Type:
Direct Hire
Location:
Clearwater, FL or Dallas, TX
Experience:
3+ year
The data scientist role is within the risk management department and provides analytics with the goal of reducing losses in the payments business. The primary function is to develop statistical models that are used by risk analysts to manage losses from fraud.
Roles & Responsibilities
Produce predictive scoring models, typically logistic regression models, to identify transactions with a high probability of resulting in a financial loss
Query databases to produce data sets for analysis and reporting
Run and modify complex SAS macros for analysis and reporting
Determine value of data elements in managing risk in the face of fraud
Recommend optimal risk management strategies based on results of analytical research
Summarize and present research to peer groups, senior management, and external clients when requested
Consult with various groups in the business in the use of decision sciences to improve the effectiveness risk management strategies
Most importantly, develop innovative solutions with minimal guidance to meet financial goals
Requirements
Programming skills in SAS (preferred), R, and/or Python
Experience querying data using SQL
Proven experience applying analytical and problem-solving skills to develop innovative solutions
Ability to present analytics to decision makers in a clear and understandable fashion
Ability to complete self-directed analysis
Applied knowledge developing predictive models using regression analysis, decision trees, and neural networks a strong plus
Master's or PhD in highly quantitative field preferred, relevant certification training also considered; Some experience, could be academic, programming and modeling with SAS
1+ years applied experience using statistical software for data manipulation and analysis
Job Type: Full-time
Pay: $110,000.00 - $155,000.00 per year
Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Supplemental Pay:
Bonus pay
COVID-19 considerations:
100% remote in Dallas
Education:
Master's (Preferred)
Experience:
Python: 3 years (Preferred)
SQL: 3 years (Preferred)
Data Scientists & Statisticians: 3 years (Preferred)
SAS Viya: 1 year (Preferred)
developing predictive models: 1 year (Preferred)
Work Location: One location",Employer Provided Salary:$110K - $155K,4.6,51 to 200 Employees,Company - Private,Human Resources & Staffing,2011,HR Consulting,$1 to $5 million (USD)
Apple,"Data Scientist, Model Testing","Austin, TX","Summary
Posted: Feb 10, 2022
Weekly Hours: 40
Role Number:200337436
The people here at Apple don’t just create products – we build the kind of wonder that’s revolutionized entire industries! It’s the diversity of our people and their ideas that encourages the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple and help us leave the world better than we found it. Apple’s Strategic Data Solutions (SDS) team is looking for an exceptional and experienced data scientist to build and manage experimentation for our machine learning models. The ideal candidate will have expertise on model inference testing, analysis, and uplift measurement. Your role will also include partnering with engineers, product managers, and analytics teams to lead the way we manage our model experimentation and learning, including metrics and analytics. Working as part of a cross-functional team, you will solve challenges around experimentation and decision automation for the organization. This position is in Austin, TX.
Key Qualifications
Expert knowledge of experimental design principles with 3+ years of experience crafting and running A/B or multivariate testing projects.
Proficient with and have experience applying various statistical methodologies including Bayesian and non-parametric techniques, hypothesis testing, ANOVA, regression, fixed and random effects, etc. to measure impact of experiments.
Hands on experience working in big data environments such as Splunk, Teradata, or Snowflake and using Python / SQL or comparable languages for manipulating and analyzing sophisticated clickstream data.
Experience with machine learning engineering and data science in the realm of model validation, inference testing, and/or uplift modeling.
Excellent written and verbal communication skills.
Description
• Manage our machine learning model verification and testing efforts. • Collaborate with product teams to propose, develop, and implement experiments for investigating and answering business questions. • Partner with Engineering and QA team to build A/B and Multivariate tests using designated testing platforms. • Partner with Data Engineering to ensure accurate collection of experiment values into the analytical clickstream. • Quantify and analyze testing outcomes and provide analytical readouts on test results using various statistical techniques. • Continuously supervise the business and technical requirements of the experimentation system; improve testing processes continuously to meet business needs. • Make recommendations to systems development teams for system improvements.
Education & Experience
Additional Requirements
To learn more about opportunities at Apple, visit http://www.apple.com/jobs/us/
Apple is an Equal Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants.",-1,4.2,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD)
"Healthcare Staffing Professionals, Inc.",Data Scientist - ACDC Epi & Data Unit,Remote,"Healthcare Staffing Professionals has an immediate need for a Data Scientist. The Data Scientist will be implementing the surveillance system and COVID- 19 response in Los Angeles County. The candidate will be working in a highly dynamic environment; managing numerous tasks that fall within data engineering, data analysis, data modeling and model development/monitoring spectrum. The Candidate will also have internal collaboration with division and department stakeholders to define workflows that leverage the data science teams.
The position will start immediately upon acceptance and employment clearance and is initially funded through 2/22/2023 with potential renewal.
Pay Rate-
$53.71/hr working 40 hours a week
Benefits:
Paid Holidays, Paid Sick Time, PTO
Healthcare
Employer Fully Funded Healthcare (Anthem Blue Cross), Dental and Vision, Life Insurance from Initial Start Date.
Shifts: M-F 100% Telework
Employee will be working a minimum of 8 hours a day between the hours of 7 AM to 7 PM.
Job Duties
· Member of Team building information exchange application
· Communicate with DPH, Healthcare, and external vendor staff about application development and process
Minimum Qualifications:
Bachelor’s Degree in Computer Science or 2 years of recent, paid , full time experience coding, testing and debugging one or more application systems
T27 Proficiency in database technologies
Experience managing and analyzing large datasets
Ability to communicate , in writing and verbally, complex finding
Job Types: Full-time, Contract
Pay: $53.71 per hour
Benefits:
Dental insurance
Health insurance
Life insurance
Vision insurance
Schedule:
Monday to Friday
Education:
Bachelor's (Required)
Work Location: Remote",Employer Provided Salary:$54 Per Hour,4.2,1 to 50 Employees,Company - Public,Healthcare,2006,Health Care Services & Hospitals,$10 to $25 million (USD)
Eteam Infoservices Private Limited,Data Scientist,Remote,"post1
Remote, must be able to PST hours.
Job Description:
Client was built to help professionals achieve more in their careers, and every day millions of people use our products to make connections, discover opportunities and gain insights. Our global reach means we get to make a direct impact on the world’s workforce in ways no other company can. We’re much more than a digital resume – we transform lives through innovative products and technology.
Responsibilities:
Extract and analyze Client data to derive actionable insights
Formulate success metrics for completely novel products, socializing them and creating dashboards/reports to monitor them
Design and analyze experiments to test new product ideas and convert the results into actionable product recommendations
As an end consumer of the data, determine the tracking necessary to enable analytics of our products and features by working closely with product and engineering partners
Enable others in the organization to utilize your work by onboarding new metrics into our self-serve data system and the experimentation platform
Develop models and data-driven solutions that add material lift to principal performance metrics
Basic Qualifications:
BS/MS degree in a quantitative discipline: statistics, applied mathematics, operations research, computer science, engineering, economics, etc.
1+ years of experience programming in SQL, Spark with large datasets
2+ years of work experience providing analytical insights and business reports to product or business functions
2+ years of experience with Tableau, QlikView, Microstrategy or other data visualization and BI dashboarding tools
Ability to communicate findings clearly to both technical and non-technical audiences
Preferred Qualifications:
Experience in Hadoop or other MapReduce paradigms and associated languages such as Pig, Sawzall, etc.
Proficiency in SQL and in a Unix/Linux environment for automating processes with shell scripting
Ability to translate business objectives into actionable analyses
Job Types: Full-time, Contract
Salary: $65.00 - $75.00 per hour
Schedule:
8 hour shift
Day shift
Monday to Friday
Experience:
Spark: 3 years (Required)
SQL: 3 years (Required)
Tableau: 1 year (Required)
Work Location: Remote",Employer Provided Salary:$65 - $75 Per Hour,4.2,5001 to 10000 Employees,Company - Private,Human Resources & Staffing,1999,Staffing & Subcontracting,$100 to $500 million (USD)
LeapYear,Data Scientist,Remote,"Please apply here: https://app.dover.io/apply/leapyear/8a6a27c5-d833-44d8-8902-89fad53332a3?rs=55634680
Data scientists at LeapYear solve problems at the cutting edge of data privacy and sophisticated analytics for the largest names in finance, healthcare, and technology. We apply LeapYear software to enable our customers to unlock the full potential of their most sensitive data while ensuring the confidentiality of the individuals or entities in that data. In a world where privacy is at the forefront of data practice and policy, our data scientists are trailblazers for a near future where confidentiality is always respected and maintained even as data is shared and leveraged as never before possible.
Our technology ensures differential privacy, a widely recognized standard of data privacy that enables all data - including sensitive information - to be utilized for analytics and modeling while maintaining mathematically-proven privacy protection.
The intersection of analytics and privacy creates unique opportunities for LeapYear data scientists. In this role you’ll develop a world-class understanding of how to apply privacy technology to solve real problems, a skill that will put you at the forefront of data science for years to come. Note that prior experience with applying differential privacy is highly beneficial but not required for those with a strong aptitude for applied statistics and data science.
Responsibilities
Become an expert user of the LeapYear platform with its breadth of analytic and machine learning capabilities that maintain the mathematical standard of differential privacy
Work with data at scale, leveraging the LeapYear platform’s Spark compute engine to support fast, distributed processing of massive datasets
Interact with customers to understand and solve their problems and deliver high performance solutions across an exciting range of industries
Influence the direction and development of LeapYear software by pushing the limits of current capabilities and collaborating with product and engineering teams to blaze new trails
Requirements
MS or PhD in a quantitative discipline, e.g., Sciences, Mathematics, Engineering, Economics
Strong mathematical fundamentals, particularly statistics and linear algebra
2+ years of professional experience as a data scientist or comparable role
Applied experience and theoretical understanding of basic machine learning methods of regression and classification (supervised and unsupervised), such as linear models and tree-based methods. Familiarity with more advanced methods is beneficial
Programming: advanced Python, familiarity at least 2 other common languages (e.g., SQL, R, SAS, MATLAB); ability to translate and communicate code across languages
Creative problem solver with the ability to drive a project and work both independently and in a team
Outcome oriented, motivated by high impact opportunities
Excellent verbal and written communication
Preferred
Professional experience in consulting or similar customer-centric environment
Graduate-level studies or equivalent experience with differential privacy or other cryptographic privacy techniques
A portfolio of projects (GitHub, papers, etc.) is a plus
Experience in financial services
A Few of the Perks
Culture of teaching and learning
Competitive compensation package of salary and equity
Catered lunch every day
Company outings
Build your ideal work station
Generous health insurance plan
Relocation support and visa sponsorship
Job Type: Full-time
Pay: $150,000.00 - $200,000.00 per year
Benefits:
Health insurance
Schedule:
Monday to Friday
Application Question(s):
Please apply here: https://app.dover.io/apply/leapyear/8a6a27c5-d833-44d8-8902-89fad53332a3?rs=55634680
Work Location: Remote",Employer Provided Salary:$150K - $200K,-1,-1,,,,,
