Company Name,Job Name,Job Location,Job Description,Salary,Rating,Company Size,Company Type,Company Sector,Year Founded,Company Industry,Company Revenue
Innovative Precision Health,Senior Data Scientist,Remote,"Job Responsibilities:
Project Delivery (70 - 85%)
Consult clients to define and refine business objectives towards data-driven decision problems
Research internal & external tools & methodologies to develop AIML solution concepts for client problem briefs..
Work with client & IPH team to rapidly prototype innovative AIML solutions including: data & requirements gathering, technological scoping and architecture, code implementation, insights delivery and recommendations.
Work with cross-functional client & IPH team to scale AIML solutions to production systems.
Strong communication skills to effectively translate complex analytical models into recommendations for business partners.
Mentoring junior Data Scientists on technical skills & career progression.
Building & teaching an AIML skill specialization for the Healthcare practice.
Gathering project learnings and developing them into repeatable / reusable assets & IP for the AIML & Healthcare team
Supporting AIML team growth through interviewing, networking, and industry representation.
Requirements:
Strong programing skills in at least one numerical computing language: R/Python.
Strong experience in building Machine learning (ML) models and experience in deploying solutions in big data production systems on cloud.
Working understanding in areas of machine learning methods and traditional statistical analysis, Bayesian modeling, traditional ML, Deep Learning, RL and optimization
Working knowledge of coding best practices – version control, code linting, unit testing, etc.
Working knowledge of AWS Cloud environments.
Ability to understand and work with large disparate data sets and transform the information into clear insights for the business.
Intellectual agility & stamina – ability to learn adjacent technical skills quickly and continuously, ability to give and use constructive feedback effectively.
Scientific temperament – ability to research, build & verify hypotheses / mental models about technical & organizational problems that need to be solved.
Experience in efficiently deploying AI/ML solutions in big data production systems on premise or AWS Cloud with consideration of resource utilization and costs
Ability to design and manage noSQL data architecture according to business needs
Experience & Education:
5 or more years of demonstrated experience in driving real-world value by solving problems requiring complex quantitative reasoning using data & modeling techniques.
Graduate/under-graduate degree in any of the quantitatively rich disciplines such as Computer Science / Mathematics / Physics / Operations Research
Mandatory Skills:
AWS,
Machine Learning,
Neural Network,
SQL, Python, Linux OS
Deep Learning Traditional Statistical analysis,
Bayesian modeling
Job Type: Full-time
Pay: From $150,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Life insurance
Paid time off
Vision insurance
Schedule:
8 hour shift
Day shift
Monday to Friday
Education:
Bachelor's (Preferred)
Experience:
Python: 1 year (Preferred)
SQL: 1 year (Preferred)
Linux OS: 1 year (Preferred)
Work Location: Remote",Employer Provided Salary:$150K,3.2,-1,Unknown / Non-Applicable,,Company - Private,,
AdVon Commerce,Data Scientist,"Dublin, OH","AdVon Commerce started with a vision: Solve e-commerce problems for retailers and publishers.
Our customers are so happy with our technology and are constantly asking us to expand our offerings. Hence, AdVon is pushing to increase the speed, efficiency, and resiliency of all our software. Armed with great technical talent our expanded product offering will be designed for the cloud and automatically handle infrastructure, optimization, availability, data protection, and more, so our publishers and retailers can focus on their core competencies, not managing tech solutions.
In our effort to expand the AdVon product offering we are actively hiring talented senior software engineers who can be part of a world class team which is already building a whole new product area for AdVon. This role is a unique opportunity to make a significant impact on our elastic, large scale, high-performance computing environment.
Who we’re looking for
We are hiring a Data Scientist to help us build our next generation of Data Platforms and Data Pipelines to help expand our growing suite of e-commerce content products. This is an exciting opportunity to participate in the innovation and evolution of a large and rapidly changing industry, at a scale few other places can match.
Engineers and Data Scientists on the Data team work together to build our data platform and critical ETL pipelines while advancing best practices [think resiliency and maintainability] for not only the data team, but the rest of the organization.
You will be part of a passionate and growing team who takes pride in their work, and cares about their colleagues. If you are someone who takes ownership of your projects and thrives in a dynamic environment, then let's chat!
Responsibilities
As a Data Scientist, you will be a leader, advisor, SME in working closely with the Artificial Intelligence / Machine Learning teams to develop next-generation, smart enterprise software for content driven commerce.
We are looking for an intelligent, driven, passionate Data Scientist who is a self-motivated collaborator be a part of this quest. This role is ideal for someone who has solid mathematical background, domain experience in statistical analysis, data mining, information retrieval, or machine learning, and a strong system orientation. It offers the unique opportunity to have direct impact on key product initiatives, including product search relevance, information extraction, and recommendations.
Qualifications
Required Qualifications
· Strong Cloud Computing experience (preferably GCP, though other cloud providers will suffice)
· Strong Python experience
· Web Analytics / Google Analytics
· GPT 2/3 and Analytics exposure are nice given medium- and longer-term business objectives
· Regression Analysis
· Machine Learning experience
· Experiment - A/B Test Design & Measurement
Who You Are
Highly energetic and proactive with strong leadership skills
Enjoy making sense of chaos and data
Passionate about the latest developments in technology
You are excited to innovate and understand the balance between trying something new and doing something tried.
You ask thoughtful questions, aren't afraid to fail, and constantly seek to be better.
A collaborative team player with the ability to shift gears quickly, efficiently and effectively
Dependable and reliable with clear thinking and attention to detail
Have a great sense of humor and a positive outlook on life'
'
Work Remotely
No
Job Type: Full-time
Pay: From $95,000.00 per year
Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
Day shift
Monday to Friday
Supplemental Pay:
Bonus pay
Work Location: One location",Employer Provided Salary:$95K,-1,-1,,,,,
"Interactive Consulting Services, Inc",Lead Data Scientist,Remote,"Interactive Consulting Services, Inc.'s (ICS) mission is to match elite talent with cutting-edge technologies and projects.
Interactive Consulting Services (ICS) is headquartered in Jarrettsville, MD, and has been providing IT and talent services for over 20 years. ICS has a proven track record in both the public and private sectors, providing talent and solutions in fields ranging from healthcare, education, and finance, to social services, defense, and aviation.
Responsibilities:
· Planning data projects
· Experiment with new models and techniques
· Building analytic systems and predictive models
· Managing a team of data scientists, machine learning engineers and big data specialists
· Lead data mining and collection procedures
· Ensure data quality and integrity
· Interpret and analyze data problems
· Conceive, plan and prioritize data projects
· Visualize data and create reports
· Align data projects with organizational goals
Description:
We are searching for a Lead Data Scientist to lead a team of data analysts to help us analyze and interpret large quantities of medical records using the latest cutting-edge technologies. This is a long-term project for a major federal agency. To be successful in this position, you should have strong problem-solving skills and an expert understanding of statistical analysis. You should also enjoy researching and implementing the latest data science algorithms and tools. If you understand how to apply data analytics to solve new business problems, and enjoy mentoring team members, we’d love to meet you!
Requirements:
· Proven experience as a Data Scientist or similar role
· Solid understanding of machine learning tools and algorithms
· A knack for statistical analysis and predictive modeling
· Strong knowledge of Python, R, and SageMaker
· Experience with SQL and NoSQL databases (MongoDB is a plus)
· Strong organizational and leadership skills
· Excellent communication skills
· A business-first mindset
· MS in Computer Science, Data Science, Mathematics or similar field
Hours:
Must be able to work US East Coast Hours
Work Authorization:
US Citizen, Green Card, H1-B Visa
Background Check/Public Trust Clearance:
Active clearance is NOT required but candidate must be able to obtain and maintain a US Public Trust clearance
Job Type: Full-time
Pay: $150,000.00 - $250,000.00 per year
Schedule:
8 hour shift
Monday to Friday
Education:
Master's (Preferred)
Experience:
Python: 1 year (Preferred)
Work Location: Remote",Employer Provided Salary:$150K - $250K,-1,-1,,,,,
"Strider, Inc.",Data Scientist,"Tysons Corner, VA","Strider is revolutionizing the way companies, research institutions, and governments protect their innovation and compete in a new era of global strategic competition. Our technology and intelligence solutions enable customers to proactively identify, manage, and mitigate nation-state directed IP theft and supply chain vulnerabilities outside the cyber domain.
As a data scientist on Strider’s Engineering team, your job is to research and develop new data solutions, scale existing data applications, and bend Strider’s data strategies to accomplish many goals within a growing startup. We’re looking for someone with expertise in statistical modeling who is deeply curious and demonstrates a proven ability to build data solutions from scratch.
You will:
Apply statistical models on large, unstructured datasets to: (a) define and evaluate research efforts, and (b) deliver new data or product capabilities.
Tackle complex data challenges ranging from ad hoc data requests to year or multi-year long research efforts.
Leverage Python, SQL, R, and or other data languages to build scalable data solutions.
Define and implement data strategies to accelerate Strider’s growth.
Collaborate with subject matter experts to deliver value to Strider’s growing list of clients.
Establish and uphold a data driven culture for a small but growing team within Strider’s Engineering function.
What you need to be successful:
5+ years of experience in data science and or a research field.
Experience in developing methods that are then implemented in a production processing environment.
A PhD or MS in quantitative field (e.g. Economics, Statistics, Engineering)
Expert knowledge of Python, SQL, R or other comparable languages. Experience with Elasticsearch preferred but not required.
Ability to juggle longstanding research efforts alongside smaller, time sensitive tasks.
Ability to work alongside a team of engineers and subject matter experts to determine effective and time-efficient solutions.
A pragmatic approach towards tackling vaguely defined data challenges and communicating complex problems to many stakeholders.
Why join this team:
We are currently a four-person team. Your impact to the team culture and the work itself will be impactful on day one.
We are geo-distributed and deeply respect focused work. Wednesdays are distraction free days and Fridays tend to be the same. Getting work done matters, not meetings and status updates.
You’ll get daily interactions with all functions and levels of Strider, providing endless opportunities to quickly grow your career.
And finally, we revel in learning new things, be it technical languages, spoken languages, or other topics. There is infinite space at Strider to pursue your interests to further yourself, the team, or Strider as a whole.
This role will be based in our Tysons Corner, VA office, with some flexibility for remote work a couple days a week. Those unable to commit to a regular in-office presence (some immediate flexibility for COVID concerns will be considered) should not apply.
Diversity:
Strider provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, Strider complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.
Learn more about us by visiting https://www.strider.tech/
Job Type: Full-time
Pay: $110,000.00 - $160,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Life insurance
Paid time off
Parental leave
Vision insurance
Schedule:
8 hour shift
Day shift
Monday to Friday
Supplemental Pay:
Bonus pay
COVID-19 considerations:
This position is based in our Tysons Corner, VA office and the expectation is that you will work from the office three days a week; the other two can be remote.
Application Question(s):
Do you now or will you in the future require sponsorship to work in the US?
Experience:
Data Science: 5 years (Preferred)
Pyhton/R/SQL development: 5 years (Preferred)
Work Location: One location",Employer Provided Salary:$110K - $160K,-1,-1,Unknown / Non-Applicable,,Company - Private,,
Cyient,Data Scientist,"Phoenix, AZ","About the Role:
The position creates new footprint for data-driven innovation and value for our customers and prospects while providing analytical capabilities. You would be part of core team that would help design and develop advanced analytics solutions across functional areas as per client requirement/opportunities. Key requirements include an ability to communicate complex quantitative analysis with a lucid, precise, clear and actionable insight. You should be experienced in solving analytical problems using quantitative approaches. You would also invest your time in developing new practices and methodologies using statistical methods, machine learning and predictive models under mentorship from experts across industry.
You will:
Identify and manage the analysis and interpretation of clients' internal and external data to drive decision making.
Query databases and perform statistical, mathematical analysis
Work directly with customer teams to help design and generation of reporting frameworks that provide insight to the performance of clients’ business programs.
Create re-usable implementations of statistical tests and models (R, Python, SAS, SPSS etc.) using the available technologies.
Assist in customer engagement management, project scoping, timeline management, and results documentation to ensure professional relationship management.
You have:
Must have sound understanding of industrial systems particularly in design, manufacturing, test, operations, supply chain, aftermarket and MRO.
Must be strong on learning methods, data analytics, R/Python and Tableau.
Good in algorithm development with programming languages.
Must have strong understanding of statistics and machine learning.
Prior experience in R or Python and data analytics is preferred.
Education:
MS/PhD in Mechanical, Electrical, Computer Science or Aerospace Engineering from an accredited school with focus on Image/Signal processing and Computer Vision
Applicable experience
Cyient_indeed
Salary: From $1.00 per year
Schedule:
Monday to Friday
Work Location:
One location
Company's website:
www.cyient.com
Work Remotely:
Temporarily due to COVID-19
COVID-19 Precaution(s):
Remote interview process
Personal protective equipment provided or required
Plastic shield at work stations
Temperature screenings
Social distancing guidelines in place
Virtual meetings
Sanitizing, disinfecting, or cleaning procedures in place
Work Location: One location",$65K - $128K (Glassdoor est.),3.4,10000+ Employees,Company - Public,Information Technology,1991,Information Technology Support Services,$100 to $500 million (USD)
Nearly Human AI,Chief Data Scientist,Remote,"Nearly Human AI is a cutting-edge technology company that specializes in cloud-based continuous machine learning and AI automation. We are currently developing algorithms that will revolutionize how our clients approach their business models in clean energy, social services, law enforcement and national defense. Our mission is to produce seamless integration between humans and software, allowing the software to handle repetitive and data intensive tasks and enabling humans to focus on creative endeavors and person to person interactions.
We are currently seeking an experienced, motivated Data Scientist to work directly with the CEO and lead our machine learning team as we take Nearly Human to the next level. You’ll work with a team of highly experienced DevOps and software engineers to mentor and manage a growing team of data science programmers. Our team delivers both client specific ML/AI services and a software as a service product. Our product includes a machine learning as a service platform and a conversational digital employee.
PLEASE NOTE: This position requires a US Government clearance. You do not have to currently hold a security clearance, but you MUST be a US Citizen, have a background free of any felonies and be willing to submit to the clearance process. H-1B or Green Card holders are not eligible for this position. If you have recent education or work history abroad on your resume, please indicate in your application that you are a US citizen to avoid having your application rejected.
Bring your skills:
- B.S. or Higher degree in Data Science, Mathematical or Scientific discipline - MS or PhD a plus!
- In depth knowledge of various traditional and deep learning algorithms and their application
- Natural Language Processing experience and expertise
- Skilled at model training, implementation and deployment using various code language including Python, C++ and Java
- Online and Offline model training techniques
- AWS Cloud Computing
- Github integration
Bring your vision:
- Industry leading innovation and software strategies
- Virtual employee capabilities
- Entrepreneurial spirit
Bring your lifestyle:
- Flexible schedule – be available when you are needed but work when you want.
- Flexible location – be in person when necessary but work where you like.
- Community – You’re going to love our team!
Achieve your goals:
- Work with the latest technology and infrastructure
- Earn competitive salary and benefits
- Become a leader in a growing company
- Be an industry disruptor!
- Our competitive compensation packages will be based on your level of expertise and years of experience – including potential equity options for the right partners!
Job Type: Full-time
Pay: From $140,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Flexible schedule
Health insurance
Life insurance
Paid time off
Retirement plan
Vision insurance
Schedule:
Monday to Friday
Supplemental Pay:
Bonus pay
Application Question(s):
Are you a US Citizen? (This is a hard requirement to be cleared for this position)
Education:
Bachelor's (Required)
Experience:
Python: 4 years (Preferred)
Machine Learning: 4 years (Required)
Work Location: Remote",Employer Provided Salary:$140K,-1,-1,,,,,
Hyphen,Principal Data Scientist,Remote,"The Hyphen team is looking for a Principal Data Scientist to join our team.
Our Principal Data Scientist will regularly interface with the company founders to identify, explore, and execute on strategic vision. As the Principal Data Scientist on the team, you’ll utilize your statistical background and modeling experience, as well as Python/R programming skills, to support the business’s strategic objectives.
The ideal candidate is a motivated self-starter who loves to learn, gets excited about statistics and model development, and is able to leverage their programming experience to have an immediate impact on the business. If this describes you, please keep reading!
POSITION OVERVIEW:
Reporting to the Chief Technology Officer, the Principal Data Scientist will:
Leverage technology to solve problems wherever possible.
Assist in the management of data flow/security in a cloud based environment.
Collaborate in early development stages to prepare for Data Science needs down the road.
Solve for internal/external data visualization - feeding stakeholders easily digested analysis by understanding how to tell a story with the data.
Implement automation to mitigate human resources required to develop, train, and deploy models.
Champion the need for all departments to rely on/utilize data insights for decisioning.
Roles & Responsibilities include:
Developing processes for, and executing on, model development, deployment, and management.
Creating the methods, processes, and systems to clean, consolidate, and analyze unstructured, diverse data sources.
Providing digital solutions and expertise for new and innovative approaches to problems and methodologies in data analysis.
Presenting data and analysis in a clear and concise manner allowing the audience to quickly understand the results and recommendations to allow them to make informed, data-driven decisions.
You will work in partnership with other senior members of Development, Operations, and Executive teams to ensure the accuracy and integrity of data sources, reports, and analysis for our clients, prospects, team members, and partners.
REQUIRED QUALIFICATIONS:
5+ years of professional data science experience (excluding internships)
Fluency in SQL and Statistical Programming using R or Python
4+ years Predictive Modeling / Predictive Analytics / Machine learning Experience
3+ years of developing statistics-based analytics reports
3+ years of Statistical Programming and Applied Programming work experience
Bachelor’s degree in a quantitative field, i.e. Computer Science, Statistics, Mathematics, etc., or equivalent experience
Legally authorized to work in the United States without sponsorship, now or in the future
Ability to effectively communicate and interact with all levels of the company, clearly expressing ideas and concepts, in writing and verbally
Ability to carry out guided and self-guided research and innovation
Ability to leverage new analytical techniques
Excellent analytical thinking, technical analysis, and data manipulation skills
Highly effective working in a team, as well as working independently
Motivated and organized self-starter with strong attention to detail, excellent decision making skills, and the ability to manage multiple priorities
ADDITIONAL PREFERRED REQUIREMENTS:
Experience in the financial industry
Advanced degree in statistics, mathematics, engineering, computer science, or data science
Job Type: Full-time
Pay: $130,000.00 - $180,000.00 per year
Schedule:
Monday to Friday
Application Question(s):
Do you have experience in the financial services / lending space?
Work Location: Remote",Employer Provided Salary:$130K - $180K,-1,-1,,,,,
"Vanu, Inc.",Data Scientist,"Lexington, MA","A unique position has arisen for a skilled, enthusiastic, and results-oriented data scientist in the budding global mapping group of a growing telecommunications company located in Lexington, Massachusetts. Vanu Inc is a global leader in providing wireless coverage to the 1.2 billion people worldwide currently unable to connect, with a particular focus on markets in Africa and South East Asia.
As a cartographically oriented data scientist you will help us to develop the technology and insight we need to address growing international interest in and application of our unique industry disrupting network planning and mapping capabilities. You will be an integral member of our analytics department focused both on the formulation of novel applications and the streamlining of existing tech.
The necessary credentials:
-Master’s degree or better in engineering or science-related field
-Python and linux fluency
-Strong Data Science experience
-Demonstrable experience with Geodata and mapping technology (tif, shp, kmz, appropriate python libs, etc)
-Self motivated
As the ideal candidate you’ll:
-Demonstrate focus on accuracy and attention to detail
-Exhibit inspiring organizational skills
-Thrive in a fast-paced environment
-Be comfortable presenting ideas and suggestions clearly and effectively
-Have an interest in technology and a passion for learning new things
And as a plus:
-Experience working in telecom
-Strong familiarity with key standards from ITU, IETF, GSMA, 3GPP and LTE
-Open to the possibility of international travel
Job Type: Full-time
Pay: $100,000.00 - $150,000.00 per year
Benefits:
401(k)
Dental insurance
Flexible schedule
Health insurance
Health savings account
Life insurance
Paid time off
Parental leave
Professional development assistance
Relocation assistance
Schedule:
Monday to Friday
COVID-19 considerations:
Most all employee are still working remotely due to Covid. For employees that need to go in to work on the hardware equipment, they can go any time. In non-Covid times, WFH policy is quite flexible. However, most employees do go into the office M-F.
Education:
Master's (Preferred)
Experience:
Python: 1 year (Preferred)
SQL: 1 year (Preferred)
Language:
English (Required)
Work Location: One location",Employer Provided Salary:$100K - $150K,-1,-1,,,,,
Keurig Dr Pepper,Associate Media Data Scientist,"Frisco, TX","Job Overview:
How do we measure the effectiveness of our marketing campaigns?
Are we sending the right messages to our consumers?
Can we successfully optimize our marketing campaigns in real-time?
What is the right level of personalization we can use to reach consumers more effectively?

These are the types of questions that the Keurig Dr Pepper Marketing and Media Data Science team is focused on answering. The Marketing and Media Data Science team is growing and if these are the type of problems you want to solve then you might be a great fit for our newest openings.

As an Associate Data Scientist, you will:

Become familiar with the CPG Data Science landscape;
Dive deep into what it means to be a Marketing and Media Data Scientist;
Learn how to think about the Data Science problem/solution space within the brand marketing landscape;
Learn coding excellence and be trained in common Data Science algorithms; and
Begin using various predictive and explanatory modeling techniques to develop data science prototype models that enhance decision making and brand experience.

This position will work with our team of talented data science leaders to make a meaningful impact on our business. Our department is enabling the future state of marketing at KDP and we are building our talent pipeline of business savvy data scientists to do so.

Responsibilities

Work with data science leaders to develop solutions for measurement, digital audience targeting, personalization, hypothesis testing, and optimization that appropriately apply current research, machine learning algorithms, statistical modeling, and fully-specified econometric modeling
Apply strategic thinking and the power of advanced analytics to answer tough business questions
Create engaging reports, data visualizations, and presentations to help business leaders make data-driven decisions
Ensure data and code integrity by conducting documentation and code reviews
Guide and advise junior data scientists

Requirements:
BS/MS Data Science, Statistics, Economics, Computer Science, Mathematics, or related applied quantitative field
Quantitative minded Marketing Master’s graduates with an interest in data science are welcome and encouraged to apply
A noted interest in Brand Marketing, Media, Advertising, and Data Science
Ability to apply the scientific method within a business environment
Basic understanding of the Data Science landscape
Ability to tell a story and make basic recommendations utilizing data and data visualizations
Ability to read, react, and implement quantitative research in the business environment

Company Overview & EEO Statement:
Keurig Dr Pepper (KDP) is a leading coffee and beverage company in North America with dual headquarters in Burlington, MA and Plano, TX, with annual revenue in excess of $11 billion. KDP holds leadership positions in soft drinks, specialty coffee and tea, water, juice and juice drinks and mixers, and markets the #1 single serve coffee brewing system in the U.S. The Company maintains an unrivaled distribution system that enables its portfolio of more than 125 owned, licensed and partner brands to be available nearly everywhere people shop and consume beverages. With a wide range of hot and cold beverages that meet virtually any consumer need, KDP key brands include Keurig®, Dr Pepper®, Green Mountain Coffee Roasters®, Canada Dry®, Snapple®, Bai®, Mott’s® and The Original Donut Shop®. The Company employs more than 25,000 employees and operates more than 120 offices, manufacturing plants, warehouses and distribution centers across North America.

Benefits built for you: Our people are the heart of our business, which is why we offer robust benefits to support your health and wellness as well as your personal and financial well-being. We also provide employee programs designed to enhance your professional growth and development while ensuring you feel valued, inspired and appreciated at work.

Keurig Dr Pepper Inc. is an equal opportunity employer and affirmatively seeks diversity in its workforce. Keurig Dr Pepper Inc. recruits qualified applicants and advances in employment its employees without regard to race, color, religion, gender, sex, sexual orientation, gender identity, gender expression, age, disability, genetic information, ethnic or national origin, marital status, veteran status, or any other status protected by law.",$66K - $125K (Glassdoor est.),3.3,10000+ Employees,Company - Public,Manufacturing,2018,Food & Beverage Manufacturing,$10+ billion (USD)
Indeed,Staff Data Scientist - Recommendations,Remote,"Your Job
The Recommendation Science team builds machine learning models that recommend best-match candidates for jobs posted on Indeed. The team’s mission is to build the world’s best AI matchmaker that can connect all jobs with the right jobseekers. To achieve this, the team leverages rich data on Indeed and works closely with teams in Tokyo, Austin, and Seattle to deliver recommendations. We use various techniques related to information retrieval, ranking, deep learning, and NLP, and our engine powers multiple major Indeed products. Also, we come from diverse backgrounds, spanning many nationalities from Asia, Europe, and the US.

You're someone who wants to see the impact of your work making a difference every day. You understand how to use data to make decisions and how to train others to do so. You find passion in the craft and are constantly seeking improvement and better ways to solve tough problems. You produce the highest quality Machine Learning solutions and lead others to do the same. You have high standards and will take pride in Indeed like we do as well as push us to be better. You have delivered challenging technical solutions at scale. You are equally happy talking about deep learning and statistical inference, as you are brainstorming about practical experimental design and technology career development. You love being in the mix technically while providing leadership to your teams.

As a Staff Data Scientist on the Recommendation Science team, you will:
Build highly scalable and performant recommendation systems and technologies that can identify best matches between millions of jobs and millions of job seekers in real-time
Experiment with POC ML model improvements, scale them to production, and run iterative AB experiments to improve our matching technology
Represent Indeed at major ML conferences like NeurIPS, ICML, and ICLR
Mentor and grow other software engineers, data scientists, and ML engineers across teams
Break down larger ML initiatives into pieces that deliver incremental business value and lead the team to execute on them
Who You Are
We are looking for someone who is passionate about designing and building machine learning systems, loves intellectual challenges, is eager to learn, and wants to work with a variety of technologies to “help people get jobs”.

Requirements:
7+ years of industry experience as a Software Engineer, Data Scientist, or Machine Learning Engineer
Prior success deploying (impactful) Machine Learning solutions to large-scale production systems
Solid knowledge of data structures and algorithms
Strong sense of ownership as a technical and product leader
Excellent communication skills in English, both written and verbal with both technical and business audiences

We get excited about candidates who:
Have the desire to solve difficult problems at the intersection of machine learning, data engineering, and software engineering
Have extensive experience and knowledge with cloud technologies (AWS preferred)
Have search technology experience such as Lucene, Solr and/or Elasticsearch
Have prior success deploying Recommender Systems / Search Ranking / etc. to large-scale production systems
Have an advanced degree (PhD or MS) or prior research experience in the fields of machine learning, statistics, or computer science

Who we are
We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.
Our Mission
As the world’s number 1 job site*, our mission is to help people get jobs. We strive to cultivate an inclusive and accessible workplace where all people feel comfortable being themselves. We're looking to grow our teams with more people who share our enthusiasm for innovation and creating the best experience for job seekers.

(*comScore Total Visits, September 2021)
Salary Range Disclaimer
The base salary range represents the low and high end of the Indeed salary range for this position. Actual salaries will vary depending on factors including but not limited to location, experience, and performance. The range listed is just one component of Indeed's total compensation package for employees. Other rewards may include quarterly bonuses, Restricted Stock Units (RSUs), an open Paid Time Off policy, and many region-specific benefits.
Salary Range Transparency
Seattle 183,000 - 266,000 USD per year
Equal Opportunities and Accommodations Statement
Indeed is deeply committed to building a workplace and global community where inclusion is not only valued, but prioritized. We’re proud to be an equal opportunity employer, seeking to create a welcoming and diverse environment. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, family status, marital status, sexual orientation, national origin, genetics, neuro-diversity, disability, age, or veteran status, or any other non-merit based or legally protected grounds.

Indeed is committed to providing reasonable accommodations to qualified individuals with disabilities in the employment application process. To request an accommodation, please contact Talent Attraction Help at 1-855-567-7767, or by email at TAhelp@indeed.com at least one week in advance of your interview.

Fair Chance Hiring
We value diverse experiences, including those who have had prior contact with the criminal legal system. We are committed to providing individuals with criminal records, including formerly incarcerated individuals, a fair chance at employment.
Our Policies and Benefits
View Indeed's Applicant Privacy and Accessibility Policies - https://www.indeed.com/legal/indeed-jobs
Learn about our global employee perks, programs and benefits - https://benefits.indeed.jobs/

Where legally permitted, Indeed requires all individuals attending or working out of Indeed offices or visiting Indeed clients to be fully vaccinated against COVID-19. For positions that can only be performed at an Indeed office, candidates must be fully vaccinated against COVID-19 and present acceptable proof of vaccination by the date of hire as a condition of employment. For positions that require some in-office work or in-person client meetings, exceptions to these in-office or in-person job requirements may be made at the discretion of the business through June 2022, at which point full vaccination will be required. Indeed will consider requests for reasonable accommodation as required under applicable law. To qualify as being fully vaccinated against COVID-19 there should have been a two week period after receiving the second dose (or any government recommended booster shot) in a 2-dose COVID-19 vaccine series, or a two week period after receiving a single-dose (or any government recommended booster shot) in a single dose COVID-19 vaccine.

Reference ID: 35529",Employer Provided Salary:$183K - $266K,4.4,10000+ Employees,Company - Private,Information Technology,2004,Internet & Web Services,$2 to $5 billion (USD)
